SaleID,price
200000,1162.0345251512654
200001,1763.4453758383866
200002,8420.296935370352
200003,1319.790830406626
200004,2156.8867423422207
200005,1202.2811332795475
200006,386.78116433718213
200007,3619.8863642447545
200008,12496.740232581353
200009,599.9988993352697
200010,539.7169051885861
200011,2514.8648171760833
200012,5954.996098619133
200013,8083.580835181125
200014,1934.5015608460033
200015,250.3499663203829
200016,1743.3301259093291
200017,8389.489876288135
200018,6421.068963524594
200019,630.0845263301015
200020,24151.285242904196
200021,7448.895967970207
200022,1909.1645877046897
200023,1535.9825504375015
200024,912.0155981442634
200025,9307.03228221483
200026,546.7649299337775
200027,12842.08565768008
200028,4478.980018497601
200029,7721.487232447167
200030,17018.27305779265
200031,11620.333611386566
200032,563.4825821117831
200033,14706.17191740872
200034,790.6185429071354
200035,1908.0902374853795
200036,14576.814413250244
200037,6219.419467843165
200038,1298.3300155665547
200039,324.8604158834863
200040,583.3561907247278
200041,24756.744935686344
200042,385.28584945497323
200043,8098.007904609828
200044,17840.113315636067
200045,625.6988624014103
200046,15642.760316692573
200047,16749.6055801359
200048,2056.1368899943154
200049,3151.850887218325
200050,852.179710976998
200051,4504.951093362064
200052,2963.297718173697
200053,326.2506202549571
200054,13422.774699746378
200055,9557.916027677033
200056,8073.793223935336
200057,3386.513297520413
200058,1227.198687617088
200059,5089.415944254201
200060,8023.854430818744
200061,1206.3446325514674
200062,5290.946807920187
200063,8855.347210732118
200064,1197.2687668388537
200065,1907.5608684812946
200066,534.7975295335216
200067,10182.374995272954
200068,161.62735584055656
200069,18011.30056844355
200070,8989.88189840467
200071,382.1591868835931
200072,5735.493859705832
200073,19713.44505747872
200074,4374.817674636295
200075,14796.300180281349
200076,3184.891496351349
200077,425.9995104568269
200078,347.391081724934
200079,2887.049612346335
200080,3401.7174205719284
200081,1976.8826846833044
200082,4137.897518783666
200083,440.20812607901496
200084,1311.1753217294167
200085,1655.7715683376068
200086,6717.875878459958
200087,3333.430813598297
200088,2675.8789005252447
200089,41315.99955041373
200090,2903.608669092251
200091,208.16741175967135
200092,2057.406988485548
200093,16885.282872545853
200094,6845.153845799279
200095,5488.769442170036
200096,2291.7736143987895
200097,1206.8763415782314
200098,400.3560815431114
200099,20843.592294801216
200100,21594.97208354379
200101,7960.340554524526
200102,1759.2494739686333
200103,10459.052166251557
200104,5503.656557986233
200105,3408.6549658304148
200106,8729.039813765057
200107,1940.713713111707
200108,14214.577523550022
200109,8373.989195941465
200110,1229.1748471535334
200111,1689.7325313954748
200112,1848.1122927744213
200113,598.2120213890103
200114,2258.2127873365016
200115,1302.3937571184351
200116,13165.201433714774
200117,17327.247458639707
